D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_47_838.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_47_838.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_47_838.jpg, 0, 1, 0, 17.88391
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_47_945.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_47_945.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_47_945.jpg, 0, 1, 0, 19.0852
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_48_047.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_48_047.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_48_047.jpg, -0.3071135, 1, 0, 19.93277
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_48_153.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_48_153.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_48_153.jpg, -0.4963029, 1, 0, 20.98216
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_48_262.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_48_262.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_48_262.jpg, -0.1991574, 1, 0, 22.03784
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_48_364.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_48_364.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_48_364.jpg, 0, 1, 0, 22.97494
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_48_470.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_48_470.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_48_470.jpg, 0, 1, 0, 24.14858
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_48_579.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_48_579.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_48_579.jpg, 0, 1, 0, 25.1164
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_48_680.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_48_680.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_48_680.jpg, 0, 1, 0, 26.07003
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_48_783.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_48_783.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_48_783.jpg, -0.2802854, 1, 0, 26.97624
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_48_884.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_48_884.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_48_884.jpg, -0.482263, 1, 0, 27.72958
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_48_991.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_48_991.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_48_991.jpg, -0.1360681, 1, 0, 28.85201
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_49_197.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_49_197.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_49_197.jpg, -0.7498738, 1, 0, 30.01612
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_49_307.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_49_307.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_49_307.jpg, -0.4202562, 1, 0, 30.19528
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_49_427.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_49_427.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_49_427.jpg, -0.06042939, 1, 0, 30.18953
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_49_526.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_49_526.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_49_526.jpg, 0, 1, 0, 30.1897
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_49_631.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_49_631.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_49_631.jpg, -0.06073736, 1, 0, 30.19026
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_49_733.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_49_733.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_49_733.jpg, -0.3687442, 1, 0, 30.16311
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_49_835.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_49_835.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_49_835.jpg, -0.06227334, 1, 0, 30.19123
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_49_939.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_49_939.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_49_939.jpg, 0.1287294, 1, 0, 30.18166
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_50_047.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_50_047.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_50_047.jpg, 0.4179229, 1, 0, 30.14899
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_50_148.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_50_148.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_50_148.jpg, 0.722479, 1, 0, 30.11058
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_50_255.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_50_255.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_50_255.jpg, 0.4328161, 1, 0, 30.19086
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_50_363.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_50_363.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_50_363.jpg, 0.137812, 1, 0, 30.19375
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_50_467.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_50_467.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_50_467.jpg, 0, 1, 0, 30.18828
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_50_576.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_50_576.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_50_576.jpg, -0.3262028, 1, 0, 30.15741
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_50_683.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_50_683.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_50_683.jpg, -0.03667469, 1, 0, 30.1896
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_50_786.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_50_786.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_50_786.jpg, -0.06615336, 1, 0, 30.19103
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_50_895.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_50_895.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_50_895.jpg, -0.4188242, 1, 0, 30.15729
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_50_999.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_50_999.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_50_999.jpg, -0.3231081, 1, 0, 30.18704
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_51_102.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_51_102.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_51_102.jpg, -0.04757728, 1, 0, 30.18986
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_51_204.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_51_204.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_51_204.jpg, 0, 1, 0, 30.18938
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_51_313.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_51_313.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_51_313.jpg, 0, 1, 0, 30.19024
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_51_415.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_51_415.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_51_415.jpg, 0, 1, 0, 30.19028
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_51_518.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_51_518.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_51_518.jpg, -0.0927747, 1, 0, 30.18833
D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\center_2018_12_24_20_47_51_619.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\left_2018_12_24_20_47_51_619.jpg, D:\Autonomous_vehicle\Udemy\SDC\Self_driving_car_NVIDEA_Model\IMG\right_2018_12_24_20_47_51_619.jpg, -0.3719468, 1, 0, 30.15948
